COMBO_COMPANY_ID_18,COMBO_COMPANY_NAME,ACCT_ID_18,ACCT_NM,TEAM_TERRITORY_NAME,ACCT_OWN_FULL_NM,COMBO_LOCKED_CITY,COMBO_LOCKED_STATE,COMBO_LOCKED_INDUSTRY,ACCT_OWN_LVL_4_USR_NM,ACCT_OWN_LVL_5_USR_NM,FY27_C360_AOV,COMBO_EMPLOYEE_COUNT,ACCT_TIER,ATR,FY27 Q1 ACV,FY27 Q2 ACV
0013000000hLyfrAAC,Giant RV,0013000000hLyfrAAC,Giant RV,AMER_PACE_MAE_CMRCL_AUE_C_MM_TempCoverage_04A,Julianne Tuohy,Montclair,CA,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Nicholas Zaleski,0,323,Tier 1,0,0,0
0010M00001U40m7QAB,"Energy Transportation, LLC",0010M00001U40m7QAB,"Energy Transportation, LLC",AMER_PACE_MAE_CMRCL_AUE_SE_GB_02,Jennifer Hinton,Bridgeport,WV,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Jason Fajardo,0,1001,Tier 2,0,0,0
aBR3y000000CfJeGAK,"Ruiz Food Products, Inc.",0013y00001bfDLnAAM,Ruiz Food Products Inc,AMER_PACE_RCG_CMRCL_GB_CG_HMDU_W_01,Grace Miller,Frisco,Texas,Retail & CG,Marshall Hall,Timothy Livas,0,2500,Tier 3,0,0,0
aBR3y000000saRuGAI,"First Brands Group Holdings, Llc",0013y00001XzByIAAV,Airtex,AMER_PACE_MAE_CMRCL_MFG_W_GB_NL_05,Jermell Mitchell,Tucson,AZ,"Manufacturing, Automotive & Energy",John Tragas,Raghbir Kern,0,5098,Tier 4,0,0,0
001ed00000SdQCEAA3,Towne Tavern & Tap,001ed00000SdQCEAA3,Towne Tavern & Tap,AMER_PACE_RCG_CMRCL_MM_RETAIL_E_07,Julia Wallace,North Attleboro,MA,Retail & CG,Adam Kassam,David Freifeld,0,500,Tier 4,0,0,0
0013000000RaXKoAAN,"Zeeland Farm Services, Inc.",0013000000RaXKoAAN,"Zeeland Farm Services, Inc.",AMER_PACE_RCG_CMRCL_MM_NL_CG_01,ADDIS SISAY,Zeeland,MI,Retail & CG,Adam Kassam,Kyle Warren,0,314,Tier 3,0,0,0
0013000001JyZfbAAF,Waycon Pizza Enterprises Inc,0013000001JyZfbAAF,Waycon Pizza Enterprises Inc,AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_08,Taylor Schlosser,Athens,GA,Retail & CG,Adam Kassam,Tanner DeVries,0,500,Tier 3,0,0,0
aBR3y000000g3RNGAY,Ip Corporation,001ed00000J1DVEAA3,IP Corporation,AMER_PACE_MAE_CMRCL_MFG_W_PNW_MM_03,Tristan Bush,Saint Paul,MN,"Manufacturing, Automotive & Energy",John Tragas,Brent Cambra,0,500,Other,0,0,0
aBR3y000000H7ucGAC,Houdstermaatschappij Wilg B.V.,0013000000Em4KYAAZ,The Hiller Companies Inc,AMER_PACE_MAE_CMRCL_MFG_C_SEC_MM_04,Nicholas Childers,Mobile,AL,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - MFG - C - AVP,Josh Child,0,599,Tier 1,0,0,0
aBR3y000000gEbGGAU,Stone Canyon Industries Holdings Llc,0013y00001f5yyKAAQ,Arctic Glacier U.S.A. Inc,AMER_PACE_MAE_CMRCL_MFG_E_NNE_GB_03,Ryan Johnson,Sharpsburg,PA,"Manufacturing, Automotive & Energy",Stephen Keller,Sam Telfer,0,2500,Tier 1,0,0,0
aBR3y0000004qqTGAQ,"Grubmarket, Inc.",0013y00001dNDvJAAW,Shapiro-Gilman_Shandler,AMER_PACE_RCG_CMRCL_GB_RETAIL_W_02,James Bowen,Los Gatos,CA,Retail & CG,Marshall Hall,Ashley Ellis,0,51,Tier 4,0,0,0
aBR3y000000H6kpGAC,Carlin Group,0013000001CAStwAAH,Wild Rose Marketing,AMER_PACE_RCG_CMRCL_MM_NL_CG_01,ADDIS SISAY,ELK GROVE VILLAGE,IL,Retail & CG,Adam Kassam,Kyle Warren,0,501,Tier 3,0,0,0
aBR0M0000000AQiWAM,"Fctg Holdings, Inc.",0013y00001eCC0KAAW,"Southern Mississippi Trading, LLC",AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_02,Andrew Ketcham,Tigard,OR,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,406,Tier 4,0,0,0
aBR3y000000wlgpGAA,"Dead River Company, Llc",0010M00001WJkueQAD,Bourne's Energy (Dead River Company),AMER_PACE_MAE_CMRCL_AUE_NE_GB_02,Meg Bremer,South Portland,ME,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Sara Bissmeyer,0,1075,Tier 4,0,0,0
aBR0M000000GrVfWAK,"Huntsinger Farms, Inc.",0010M00001S9JQfQAN,Silver Spring Foods Inc,AMER_PACE_RCG_CMRCL_MM_NL_CG_01,ADDIS SISAY,Eau Claire,WI,Retail & CG,Adam Kassam,Kyle Warren,0,329,Tier 3,0,0,0
